name,located,registered_on
OMOLOLA&CO PROPERTIES,,"Registered on Nov 21, 2017agent"
Landmark Corporate Realty Limited (49675),,"Registered on Nov 23, 2017agent"
Seven Sons Technologies,,"Registered on Nov 23, 2017agent"
Ejimacin Nig. Ltd.,,"Registered on Nov 23, 2017agent"
Brains & Hammers Ltd,,"Registered on Nov 23, 2017agent"
FENWILL ASSOCIATES REAL ESTATE MANAGEMENT CONSULTANTS,"Eliminigwe housing estate, Rivers","Registered on Nov 27, 2017agent"
mishalinvestments,"32,folarin street.badore ajah, Lagos","Registered on Dec 21, 2017agent"
4D Real Estate Consultant ,"Ikota Shopping Cart , Lagos","Registered on Jan 01, 2018agent"
Unique home and Property,"14 jimoh alayesoro street, Igando, Lagos","Registered on Jan 17, 2018agent"
Oluwasina Awoyemi,,"Registered on Jan 21, 2018agent"
lateef,,"Registered on Oct 08, 2018agent"
APENO ADEYEMI DANIEL,,"Registered on Oct 11, 2018agent"
Akefada international limited,"Block T7 flat 9 NAF Ikeja Lagos, Lagos","Registered on Nov 01, 2018agent"
Hermitage Homes,"59 Awolowo road, Ikoyi, Lagos","Registered on Nov 23, 2018agent"
KLOBAL RISE NIG LTD,"34, ADENIYI JONES IKEJA, Lagos","Registered on Jan 09, 2019agent"
Chukwuonu Timon chibuike,,"Registered on Jan 09, 2019agent"
MANASOKO REALITY PROPERTIES,,"Registered on Jan 20, 2019agent"
Covenant Properties,,"Registered on Feb 07, 2019agent"
Covenant Auto Rental,,"Registered on Mar 27, 2019agent"
Sage global corporate merchant Ltd ,,"Registered on Feb 20, 2019agent"
Anukwe Chizoba Ruth,,"Registered on May 14, 2019agent"
Konsmart,,"Registered on May 02, 2019agent"
Hassan Musbau Atanda,,"Registered on Jun 05, 2019agent"
Michael Adedara,,"Registered on Jun 23, 2019agent"
AHTRAMART ROYALE,,"Registered on May 27, 2019agent"
Ademola babatunde ,,"Registered on Jul 26, 2019agent"
Euneva Properties,,"Registered on Jul 27, 2019agent"
Schopacific Nig ltd,,"Registered on Jun 26, 2019agent"
Moses .m ,,"Registered on Jul 20, 2019agent"
Daniel Duoteimo,,"Registered on Jul 13, 2019agent"
Oxford real estate commercial services international limited,,"Registered on Jul 06, 2019agent"
Miminara Properties,,"Registered on Aug 16, 2019agent"
Gaitanke synergy concept limited ,,"Registered on Sep 16, 2019agent"
Comsolite Global Properties,,"Registered on Aug 19, 2019agent"
alex,,"Registered on Aug 24, 2019agent"
V-Squared Properties,,"Registered on Sep 06, 2019agent"
Enugu City Real Estate,,"Registered on Nov 01, 2019agent"
GRACEMAX CONSULTING,,"Registered on Oct 04, 2019agent"
Okanlawon Aderemi,,"Registered on Oct 06, 2019agent"
D&S GLOBAL LAND AND PROPERTIES ,,"Registered on Oct 19, 2019agent"
Ogbebor osadebamwen faith,,"Registered on Sep 23, 2019agent"
Myles Anni,,"Registered on Sep 18, 2019agent"
Olayinka Osunware,,"Registered on Sep 21, 2019agent"
OBATON PROJECTS LTD,,"Registered on Jan 06, 2020agent"
property connects,,"Registered on Dec 06, 2019agent"
Otorme Okolodo,,"Registered on Nov 13, 2019agent"
Anomneze Ezekwem Edward,,"Registered on Nov 27, 2019agent"
Masters Int'l Properties Development & Investment Ltd,,"Registered on Jan 31, 2020agent"
Oti Precious Ihuoma,,"Registered on Jan 31, 2020agent"
CONVENTIONAL PROFESSIONAL PROPERTY,,"Registered on Jan 24, 2020agent"
BOLUEB CRAFTON LIMITED,Lagos,"Registered on Sep 06, 2017agent"
KgK Properties Limited,"10 Odewale Street, Lagos","Registered on Oct 22, 2017agent"
kangnaan thomas kwalkwap,,"Registered on Nov 11, 2017agent"
Oyebade Tayo,,"Registered on Nov 09, 2017agent"
Folarin Mabawonku ,,"Registered on Nov 16, 2017agent"
Estatelinks Limited (Gbenga Olaniyan & Asoociates),,"Registered on Nov 23, 2017agent"
MARCOPOLO PROPERTIES LIMITED,,"Registered on Nov 23, 2017agent"
ZENASLEGAL LAW FIRM,"ALADELOLA , Lagos","Registered on Dec 28, 2017agent"
Indelible property,"Ikeja, Lagos","Registered on Jan 05, 2018agent"
segun bello,,"Registered on Feb 02, 2018agent"
Jerrison Oboh & Associates ,"16, Ogunshe Street, Opp Mallo Filling Station, Odogunyan Road, Ikorodu, Lagos. , Lagos","Registered on Feb 17, 2018agent"
Kayode Ogundipe,,"Registered on Feb 14, 2018agent"
CAMS INV. NIG. LTD,"Plot 740, Aminu Kano Crescent, Wuse II, Abuja","Registered on Apr 10, 2018agent"
HALYF REALTY HOME,"minchika street, , Abuja","Registered on Apr 21, 2018agent"
Vertical Edge LLC,"Ikota Shopping Complex, Lagos","Registered on Apr 23, 2018agent"
Abiola Sanni,Oyo,"Registered on Apr 16, 2018agent"
collins okere,,"Registered on May 03, 2018agent"
Dickson properties and co,"Ago palace way, Lagos","Registered on Apr 30, 2018agent"
Splendor Realty Ltd,,"Registered on May 26, 2018agent"
Emmanuel George,,"Registered on Jul 23, 2018agent"
Akinwunmi Jumoke ,Lagos,"Registered on Feb 01, 2018agent"
Wale Animashaun & co,,"Registered on Jan 31, 2018agent"
Jondenx Global Ltd,,"Registered on Mar 07, 2018agent"
Gift Ezeh,,"Registered on Apr 09, 2018agent"
Obasi,,"Registered on Apr 23, 2018agent"
igwe mkpuma,,"Registered on May 04, 2018agent"
abel obot,,"Registered on Apr 27, 2018agent"
Matthew Idaewor,,"Registered on May 22, 2018agent"
Sanni Damilola,,"Registered on May 22, 2018agent"
venture,,"Registered on May 25, 2018agent"
Patrick Aigimelen,,"Registered on Jun 12, 2018agent"
Julius Bonjo-toge,,"Registered on Jun 29, 2018agent"
Olu,,"Registered on Jul 30, 2018agent"
Stronghold Realty ,"Ajah , Lagos","Registered on Aug 03, 2018agent"
JAS Realty,"52, Sebiotimo Street, Lagos","Registered on Jul 16, 2018agent"
Victoria Enebeli,,"Registered on Jul 17, 2018agent"
BABA K,,"Registered on Jul 18, 2018agent"
Davison Shony Inter Agency,"Isheri road, opp 1st bank, Lagos","Registered on Jul 12, 2018agent"
Vetra Ventures Limited,"[email protected], Lagos","Registered on Aug 30, 2018agent"
Andymooreproperties ,"Ikota plaza, Lagos","Registered on Oct 04, 2018agent"
Novelty Stones,,"Registered on Aug 09, 2018agent"
Talabi Abayomi ,,"Registered on Sep 24, 2018agent"
Olusegun Omoyeni,,"Registered on Aug 27, 2018agent"
Crestfield Properties,,"Registered on Aug 28, 2018agent"
Powered Gold property,,"Registered on May 06, 2019agent"
CIL,,"Registered on May 24, 2019agent"
Teddy bricks ,,"Registered on Jun 15, 2019agent"
Global Masterkey properties,,"Registered on Jun 25, 2019agent"
Olanrewaju Ayanbeku,,"Registered on Jul 24, 2019agent"
Oshiobugie Julius G,,"Registered on Jul 19, 2019agent"
Nwuluisaac And partners,,"Registered on Jul 08, 2019agent"
IFEOMA NWACHUKWU,,"Registered on Jul 13, 2019agent"
ColdFire Resources,,"Registered on Jul 14, 2019agent"
Zach Uchenna,,"Registered on Aug 27, 2019agent"
Adonis prosper,,"Registered on Nov 05, 2019agent"
Emmytex world properties,,"Registered on Oct 03, 2019agent"
OJO Olayemi Oluwakemi ,,"Registered on Oct 27, 2019agent"
Wale Noble,,"Registered on Oct 09, 2019agent"
Daniel Kadiri,,"Registered on Oct 17, 2019agent"
KINIBA PROPERTY ,,"Registered on Jan 09, 2020agent"
Susan Ekpiri,,"Registered on Feb 19, 2020agent"
chukwu sunday,,"Registered on Mar 24, 2020agent"
The Mediterranean Practice,,"Registered on Mar 03, 2020agent"
G BEN Ventures ,,"Registered on Apr 19, 2020agent"
Uncle Deyanju Ventures,,"Registered on Sep 18, 2018agent"
Fola Homes,"Suite 14, Block B second floor Alausa Shopping Complex , Lagos","Registered on Aug 18, 2018agent"
Chawmart Limited,"1, Obadiah Street, Akoka, Lagos","Registered on Nov 29, 2018agent"
mary thomas,,"Registered on Dec 04, 2018agent"
chizoba,,"Registered on Nov 06, 2018agent"
dove properties,,"Registered on Oct 16, 2018agent"
God bless nig properties,,"Registered on Oct 16, 2018agent"
Alabama properties,,"Registered on Oct 19, 2018agent"
Idowu Komolafe,,"Registered on Nov 28, 2018agent"
Yomheight ,,"Registered on Oct 20, 2018agent"
DELUXE RESIDENCES LTD,"Oladimeji Alo street , Lagos","Registered on Jan 14, 2019agent"
Oladeru Adesola,,"Registered on Jan 18, 2019agent"
olubukola adewale,,"Registered on Jan 26, 2019agent"
EZEMENARI CHIBUOGWU,,"Registered on Apr 17, 2019agent"
Tollani Investment Consultancy,,"Registered on Apr 24, 2019agent"
Jumoke Olusesi,,"Registered on May 15, 2019agent"
christal homes,"3/9 Olu Koleosho street off Medical road,Mokland plaza,Ikeja, Lagos","Registered on Apr 12, 2017agent"
paul okoduwa,,"Registered on Apr 17, 2017agent"
Well stone real estate,"Suite 155 farouk bahadu complex international market garki11 abuja, Abuja","Registered on May 01, 2017agent"
Babatunde Lawal,,"Registered on May 12, 2017agent"
impact property,"CGMi Church unusual JBS Estate,off sapele/boundary road, Edo","Registered on Jun 14, 2017agent"
Collins Ose,,"Registered on Jun 16, 2017agent"
Pillars Property & co ,,"Registered on Jul 15, 2017agent"
Samchi's properties ,"1, Ebute Shangotedo, Lekki, Lagos","Registered on Jul 24, 2017agent"
Oak Homes Limited,Lagos,"Registered on Aug 29, 2017agent"
Ebi Jerry,,"Registered on Sep 14, 2017agent"
BRICKSTONE REALTOR,"8, Adebisi Oyennola Street, Idado, Lekki, Lagos., Lagos","Registered on Oct 06, 2017agent"
Barr. Olaboopo ,,"Registered on Oct 04, 2017agent"
I-touch Associate Consult,"Suit D263, Ikota Shopping Complex, VGC, Lagos","Registered on Oct 27, 2017agent"
Marynike Global Comms.Ltd,,"Registered on Nov 21, 2017agent"
Estate Dynamic Worldwide,"No 262a Etim Inyang Cresent. Victoria Island Annex. Lagos Lagos, Lagos","Registered on Nov 21, 2017agent"
Pearlportals,,"Registered on Nov 21, 2017agent"
Tijarash properties & co.,Lagos,"Registered on Nov 21, 2017agent"
Magodolagos.com,"Magodo, Lagos","Registered on Nov 23, 2017agent"
Goke Abiodun & Co,"27 olubi street, Ikorodu lagos, Lagos","Registered on Nov 26, 2017agent"
Vopnet Nigeria limited,"Lekki Phase one, Lagos","Registered on Dec 25, 2017agent"
Tosinadedoks.consults,"Road 1 block D1168 Abraham Adesanya shopping complex HFP Abraham Adesanya Ajah Lagos, Lagos","Registered on Jan 09, 2018agent"
Jeffadex,Lagos,"Registered on Jan 16, 2018agent"
Obe real estate consultant ,,"Registered on Jan 22, 2018agent"
Mohomes Investments,"Agbede, Edo","Registered on Feb 09, 2018agent"
Ewejobi Ifeoluwa Adedamola ,,"Registered on Feb 05, 2018agent"
LandWey Investment Limited ,Lagos,"Registered on Feb 15, 2018agent"
Nkuma Chambers,"House 10, 6 avenue Gwarimpa, Abuja, Abuja","Registered on Feb 21, 2018agent"
Brittskyeproperties,,"Registered on Mar 21, 2018agent"
emmanuel,,"Registered on Apr 09, 2018agent"
Faith Peter,,"Registered on Apr 20, 2018agent"
DAZZLE PROPERTY,"21B, CHRIST AVENUE, OFF ADMIRALTY WAY, LEKKI PHASE 1, LAGOS, Lagos","Registered on May 07, 2018agent"
akinjobi gbolahan,,"Registered on May 02, 2018agent"
Smart,,"Registered on May 04, 2018agent"
Alfred,,"Registered on May 30, 2018agent"
Alogba Bolaji,,"Registered on Jul 05, 2018agent"
Oluwaseun,,"Registered on Jun 25, 2018agent"
precious akponwei,,"Registered on Aug 08, 2018agent"
Dayo,,"Registered on Aug 02, 2018agent"
David Ejiroghene,,"Registered on Oct 06, 2018agent"
USHIE ROSE ENEJI,,"Registered on Oct 09, 2018agent"
Tosin Arise,,"Registered on Apr 16, 2020agent"
mr abiodun,"surulere lagos, Lagos","Registered on Jul 08, 2013agent"
eloh mba& co & damola,Lagos,"Registered on Jul 19, 2013agent"
Agent Alabi,Lagos,"Registered on Nov 25, 2013agent"
Ola Bakare & Associates,Lagos,"Registered on Jul 30, 2014agent"
Achufusi and Associates,Lagos,"Registered on Dec 05, 2014agent"
mr seyi-new,Lagos,"Registered on Jul 06, 2015agent"
ahmed ojikutu & co,Lagos,"Registered on Aug 05, 2015agent"
Grenadines Home,"Churchgate Tower, Lagos","Registered on Mar 06, 2016agent"
Nkiru Okonkwo,,"Registered on Jul 29, 2016agent"
Tunde Gbadegesin,"19A,Sinari Daranijo Str,Victoria Island, Lagos","Registered on Aug 17, 2016agent"
Filgap International,,"Registered on Sep 02, 2016agent"
Oladapo Gbolahan,,"Registered on Oct 12, 2016agent"
MBO REALTY,"A.J.MARINHO DRIVE, VICTORIA ISLAND, LAGOS, Lagos","Registered on Oct 31, 2016agent"
lekan alowonle and partners chattered estate surveyors and valuers,"1st floor horizon building beside law hub ring road ibadan, Oyo","Registered on Nov 15, 2016agent"
Afam Nathan,,"Registered on Dec 06, 2016agent"
Kobomall,"56 Ondo Street Ikeja, Lagos","Registered on Jan 18, 2017agent"
Anthonia,,"Registered on Feb 07, 2017agent"
EMMANUEL UDOH,,"Registered on Feb 14, 2017agent"
Christal Homes,"3/9 olu koleosoho str.ikeja , Lagos","Registered on Mar 09, 2017agent"
teddy homes,,"Registered on Aug 28, 2018agent"
Danbel Properties And Investments Limited,Lagos,"Registered on Sep 25, 2018agent"
Ese,,"Registered on Sep 18, 2018agent"
Oluyomi Taiwo Ogunkoya,,"Registered on Oct 03, 2018agent"
LEAH EKUNDAYO,,"Registered on Nov 22, 2018agent"
J.O. Okeowo & sons ,,"Registered on Nov 29, 2018agent"
Michael,,"Registered on Jan 01, 2019agent"
Amicolas consulting ltd,,"Registered on Jan 02, 2019agent"
Eden Oasis Realty,"123 isolo Road, Lagos","Registered on Oct 21, 2018agent"
HOMEWORK DEVELOPMENT &PROPERTY LIMITED,"5B CHARLES IFEANYI STREET LEKKI PHASE 1, Lagos","Registered on Oct 24, 2018agent"
Fabian Amaechi,,"Registered on Dec 18, 2018agent"
FEBUK UYA,,"Registered on Feb 19, 2019agent"
Jonathan,,"Registered on Feb 20, 2019agent"
Oluwafemi Itunu Emmanuel ,,"Registered on Jan 15, 2019agent"
Sunday Adeyemo,,"Registered on Mar 21, 2019agent"
E.M.E INTER-LLECT,,"Registered on Mar 12, 2019agent"
Oduola Taofikat Abisola,,"Registered on May 04, 2019agent"
MUHAMMED,,"Registered on Apr 24, 2019agent"
LBB Integrated Company,,"Registered on Apr 17, 2019agent"
Housing Estate,,"Registered on Apr 19, 2019agent"
Sharon,,"Registered on Jun 13, 2019agent"
Ernest Oluwatoyin,,"Registered on Jun 11, 2019agent"
adekunle abiodun,,"Registered on Jun 19, 2019agent"
Moses Obi,,"Registered on Jul 11, 2019agent"
Yemisi Adebayo,,"Registered on Jul 04, 2019agent"
Ifeoma umeh ,,"Registered on Sep 02, 2019agent"
Toyin awolesi,,"Registered on Aug 26, 2019agent"
Prince Int'l. Ventures,Oyo,"Registered on Aug 14, 2019agent"
chukwudi ezenyi ,,"Registered on Aug 18, 2019agent"
Jak Miles Homes,,"Registered on Oct 16, 2019agent"
Oluwadaisi,,"Registered on Oct 19, 2019agent"
Christian Imoh,,"Registered on Oct 20, 2019agent"
Yinka Joshua ,,"Registered on Oct 08, 2019agent"
Favour Jonah,,"Registered on Nov 15, 2019agent"
Segunbello,,"Registered on Oct 11, 2019agent"
Korie John,,"Registered on Oct 15, 2019agent"
Ifedihomes Real Estate and Properties Nigeria Ltd,,"Registered on Oct 22, 2019agent"
Adodo,,"Registered on Oct 23, 2019agent"
Heeemage Homes,,"Registered on Oct 28, 2019agent"
Madubuko Chibuike Ifesinachi ,,"Registered on Nov 12, 2019agent"
Future Wills enterprise,"54, Ogunlana Drive Surulere, Lagos","Registered on May 17, 2014agent"
Mr Shuaib,Lagos,"Registered on Jul 07, 2014agent"
Tosin,"3/5 Boyle Street, Off King George V Road, Onikan Roundabout, Lagos Island, Lagos., Lagos","Registered on Jul 07, 2015agent"
pizzo property solutions,"4,mutairu street shangisa, Lagos","Registered on Nov 18, 2015agent"
Q.U.B.E,"Raji Oladimeji Cresent Magodo Phase 2, CMD road., Lagos","Registered on Jun 01, 2016agent"
Sterling Homes Limited,"Suite H49 Ikota Shopping Complex, VGC, Lekki, Lagos","Registered on Jun 20, 2016agent"
Mr Egba Heights,,"Registered on Jul 15, 2016agent"
Akhabue and Akhabue Barristers and Solicitors,"37 m m way, benin city, Edo","Registered on Jul 02, 2016agent"
Xtayle Resources Limited,,"Registered on Jul 14, 2016agent"
Onuel properties,,"Registered on Jul 21, 2016agent"
Eden Park Integrated Services,,"Registered on Jul 19, 2016agent"
olatunbosun akeem,,"Registered on Jul 29, 2016agent"
Acewell Trading Services,,"Registered on Aug 15, 2016agent"
4point Real Estate,,"Registered on Aug 15, 2016agent"
Koyejo osho & Co,Lagos,"Registered on Aug 10, 2016agent"
Niyi Adesipe & Co,"5, Akin Oshiyemi Street Off Allen Avenue, Lagos","Registered on Aug 16, 2016agent"
Prykadel Global,"15/16 (lemon Glo branded Buliding) Ogidan b/s Ajah Lekki Epe expressway, Lagos","Registered on Aug 20, 2016agent"
PGS Realtors,"Suite C113 Ikota Shopping Complex, Ikota, VGC., Lagos","Registered on Aug 18, 2016agent"
King Sab And Associates Ltd,,"Registered on Aug 22, 2016agent"
O.B & Co. Realtors,,"Registered on Aug 30, 2016agent"
Olumichaels,"Ikotun, Lagos","Registered on Aug 02, 2017agent"
ibukun popoola,,"Registered on Aug 14, 2017agent"
Lilygreen Realty,"1B, unity road by anthony way,Ikeja, Lagos","Registered on Aug 28, 2017agent"
Akan Global Ventures Ltd,,"Registered on Aug 31, 2017agent"
MULTIVATED SOLUTION AND SERVICES ,"10A Engr Akim Alao Street Oluwaga Bus Stop Ipaja, Lagos, Lagos","Registered on Oct 05, 2017agent"
Adeyinka,,"Registered on Oct 06, 2017agent"
Home concept & Acquisition LTD.,"VGC, Lagos","Registered on Oct 25, 2017agent"
Robertson Olusanu & Co,"10 Abeokuta St, Ebute Meta, Lagos","Registered on Nov 07, 2017agent"
Architrave Realty Limited,Lagos,"Registered on Nov 21, 2017agent"
The Shoppes on Market Road Limited,"7, Akiogun Street, New Oniru Market, Lekki Pennisula, Lagos","Registered on Nov 21, 2017agent"
Temsco Properties,,"Registered on Nov 21, 2017agent"
Godwill,,"Registered on Nov 23, 2017agent"
Ponle Concepts & Designs,,"Registered on Nov 23, 2017agent"
Bethel Court Lekki,,"Registered on Nov 23, 2017agent"
DOSU FATOKUN & CO,,"Registered on Nov 23, 2017agent"
Bbora properties,"Alagbado, Lagos","Registered on Jan 04, 2018agent"
indo nigeria ltd,"24 startimes estate ago palace way okota isolo, Lagos","Registered on Jan 10, 2018agent"
Tonik Properties ltd,Lagos,"Registered on Jan 16, 2018agent"
Joyworld Realtors,"Yaba, Lagos","Registered on Jan 17, 2018agent"
padonu taiwo dave,,"Registered on Jan 18, 2018agent"
Built Ability in Nigeria (BAIN) Limited,"5, Barumark Estate, Wuye, Abuja, Abuja","Registered on Feb 14, 2018agent"
Sabrina propeties Limited,"Sabrina Properties plot 5A,Block A10 Admiralty way lekki hase 1 Lagos, Lagos","Registered on Mar 06, 2018agent"
Emmanuel,,"Registered on Mar 15, 2018agent"
Ikenna Agina,,"Registered on Mar 20, 2018agent"
Mr dee,,"Registered on Mar 31, 2018agent"
NOBLE-WAY INVESTMENT LIMITED,"Road 2, Ikota Shopping Complex, VGC, Lagos., Lagos","Registered on Apr 24, 2018agent"
Medina Didi Lawal,,"Registered on Apr 17, 2018agent"
Oxygen Homes,,"Registered on May 09, 2018agent"
Olufemi Adebimpe,,"Registered on Jun 10, 2018agent"
Monica Oge,,"Registered on Jul 01, 2018agent"
Ugwuanyi uchenna Clinton,,"Registered on Aug 03, 2018agent"
Ogechukwu Egbujor,,"Registered on Jul 28, 2018agent"
Perfect Homes,,"Registered on Jul 31, 2018agent"
ernest njoku,"jerry iriabe street, Lagos","Registered on Oct 03, 2018agent"
IFADUMI ADEWALE JULIUS,,"Registered on Sep 13, 2018agent"
SAMUEL ,,"Registered on Sep 14, 2018agent"
Le Maison Habitats Limited,,"Registered on Sep 04, 2018agent"
Revered Properties Enterprises,Abuja,"Registered on Sep 10, 2018agent"
Property basket,,"Registered on Oct 17, 2018agent"
Stephanie Udemba,,"Registered on Aug 29, 2018agent"
Oyedepo Emmanuel,,"Registered on May 20, 2018agent"
adesanya segun,,"Registered on May 22, 2018agent"
Aleriwa Oluwatosin,,"Registered on May 27, 2018agent"
Lazarus Michael Okuna,,"Registered on May 27, 2018agent"
Sylvester,,"Registered on Jun 05, 2018agent"
STANLEY OSAWARU,,"Registered on Jun 08, 2018agent"
My Properties & Co. ,"49,Olowu Street, Ikeja, Lagos","Registered on Jul 23, 2018agent"
Yusuf ,,"Registered on Aug 17, 2018agent"
Akingboye Ajayi-Obe,,"Registered on Jul 17, 2018agent"
Chuka Onyejekwe,,"Registered on Aug 15, 2018agent"
Icix Services ltd,"Victoria Island, Lagos","Registered on Jul 09, 2018agent"
Guaranty Multiservices and Property Konsult Limited,"ilupeju, Lagos","Registered on Sep 26, 2018agent"
Animam Ifeanyi,,"Registered on Oct 19, 2018agent"
Ajah Properties Dev And Construction Ltd ,Lagos,"Registered on Oct 19, 2018agent"
